step,gap,finger_sum,raw_grip_action,sent_grip_action,refresh,commands_close,yaw_to_cube_deg,cube_z,r_approach,r_fingers_on_cube,bump,held,reward_total
239,0.01441,0.04592,-2.8961,-2.7695,0,1,14.59,0.03669,3.1476,1.3752,0.8968,1,0.467
240,0.01452,0.046,-2.0196,-2.0196,1,1,23.38,0.03239,3.1418,1.3544,0.8948,1,0.124
241,0.01434,0.04594,-1.6251,-2.0196,0,1,20.32,0.03391,3.1513,1.3854,0.8962,1,0.125
242,0.01433,0.04596,-2.3259,-2.0196,0,1,15.06,0.04166,3.1514,1.3852,0.8959,1,0.4653
243,0.01445,0.04595,-2.7911,-2.0196,0,1,17.22,0.03675,3.1451,1.3661,0.8959,1,0.4624
244,0.01459,0.04608,-1.8251,-2.0196,0,1,28.65,0.03257,3.1382,1.3402,0.8926,1,0.1236
245,0.01456,0.04612,-1.5144,-1.5144,1,1,25.66,0.0352,3.1398,1.3434,0.8915,1,0.4607
246,0.01453,0.04615,-2.0294,-1.5144,0,1,19.25,0.04273,3.1412,1.3466,0.8908,1,0.4596
247,0.01465,0.04608,-2.6424,-1.5144,0,1,20.9,0.03814,3.1351,1.3308,0.8925,1,0.4573
248,0.01452,0.04618,-1.6131,-1.5144,0,1,28.56,0.03517,3.1418,1.3469,0.89,1,0.4569
